hour,commit_count
2004-05-17 00:00:00 UTC,4116
2004-05-18 00:00:00 UTC,3958
2004-05-19 00:00:00 UTC,4884
2004-05-20 00:00:00 UTC,3597
2004-05-21 00:00:00 UTC,3993
2004-05-22 00:00:00 UTC,2669
2004-05-23 00:00:00 UTC,2770
2004-05-24 00:00:00 UTC,4032
2004-05-25 00:00:00 UTC,4376
2004-05-26 00:00:00 UTC,4190
2004-05-27 00:00:00 UTC,4266
2004-05-28 00:00:00 UTC,3979
2004-05-29 00:00:00 UTC,2899
2004-05-30 00:00:00 UTC,2694
2004-05-31 00:00:00 UTC,3538
2004-06-01 00:00:00 UTC,4031
2004-06-02 00:00:00 UTC,4134
2004-06-03 00:00:00 UTC,5844
2004-06-04 00:00:00 UTC,4686
2004-06-05 00:00:00 UTC,2276
2004-06-06 00:00:00 UTC,3068
2004-06-07 00:00:00 UTC,3590
2004-06-08 00:00:00 UTC,3831
2004-06-09 00:00:00 UTC,3891
2004-06-10 00:00:00 UTC,4190
2004-06-11 00:00:00 UTC,4265
2004-06-12 00:00:00 UTC,2546
2004-06-13 00:00:00 UTC,2510
2004-06-14 00:00:00 UTC,3824
2004-06-15 00:00:00 UTC,3949
2004-06-16 00:00:00 UTC,4182
2004-06-17 00:00:00 UTC,4505
2004-06-18 00:00:00 UTC,3914
2004-06-19 00:00:00 UTC,2501
2004-06-20 00:00:00 UTC,3090
2004-06-21 00:00:00 UTC,4027
2004-06-22 00:00:00 UTC,4257
2004-06-23 00:00:00 UTC,3829
2004-06-24 00:00:00 UTC,4261
2004-06-25 00:00:00 UTC,4622
2004-06-26 00:00:00 UTC,2979
2004-06-27 00:00:00 UTC,2679
2004-06-28 00:00:00 UTC,4223
2004-06-29 00:00:00 UTC,3968
2004-06-30 00:00:00 UTC,3888
2004-07-01 00:00:00 UTC,3435
2004-07-02 00:00:00 UTC,3827
2004-07-03 00:00:00 UTC,2358
2004-07-04 00:00:00 UTC,2211
2004-07-05 00:00:00 UTC,3474
2004-07-06 00:00:00 UTC,4357
2004-07-07 00:00:00 UTC,3897
2004-07-08 00:00:00 UTC,4280
2004-07-09 00:00:00 UTC,3958
2004-07-10 00:00:00 UTC,2529
2004-07-11 00:00:00 UTC,2696
2004-07-12 00:00:00 UTC,4080
2004-07-13 00:00:00 UTC,4878
2004-07-14 00:00:00 UTC,4125
2004-07-15 00:00:00 UTC,3940
2004-07-16 00:00:00 UTC,4136
2004-07-17 00:00:00 UTC,2806
2004-07-18 00:00:00 UTC,2670
2004-07-19 00:00:00 UTC,3889
2004-07-20 00:00:00 UTC,4123
2004-07-21 00:00:00 UTC,4162
2004-07-22 00:00:00 UTC,3738
2004-07-23 00:00:00 UTC,4415
2004-07-24 00:00:00 UTC,2605
2004-07-25 00:00:00 UTC,2537
2004-07-26 00:00:00 UTC,3672
2004-07-27 00:00:00 UTC,3912
2004-07-28 00:00:00 UTC,4601
2004-07-29 00:00:00 UTC,3643
2004-07-30 00:00:00 UTC,3988
2004-07-31 00:00:00 UTC,2916
2004-08-01 00:00:00 UTC,2999
2004-08-02 00:00:00 UTC,5450
2004-08-03 00:00:00 UTC,5257
2004-08-04 00:00:00 UTC,4197
2004-08-05 00:00:00 UTC,4007
2004-08-06 00:00:00 UTC,3437
2004-08-07 00:00:00 UTC,2543
2004-08-08 00:00:00 UTC,2598
2004-08-09 00:00:00 UTC,4267
2004-08-10 00:00:00 UTC,4200
2004-08-11 00:00:00 UTC,4562
2004-08-12 00:00:00 UTC,4616
2004-08-13 00:00:00 UTC,3919
2004-08-14 00:00:00 UTC,2825
2004-08-15 00:00:00 UTC,2567
2004-08-16 00:00:00 UTC,3935
2004-08-17 00:00:00 UTC,4302
2004-08-18 00:00:00 UTC,4378
2004-08-19 00:00:00 UTC,4270
2004-08-20 00:00:00 UTC,4646
2004-08-21 00:00:00 UTC,3143
2004-08-22 00:00:00 UTC,3191
2004-08-23 00:00:00 UTC,5393
2004-08-24 00:00:00 UTC,6055
2004-08-25 00:00:00 UTC,4470
2004-08-26 00:00:00 UTC,4335
2004-08-27 00:00:00 UTC,4296
2004-08-28 00:00:00 UTC,3088
2004-08-29 00:00:00 UTC,2577
2004-08-30 00:00:00 UTC,3951
2004-08-31 00:00:00 UTC,4454
2004-09-01 00:00:00 UTC,3582
2004-09-02 00:00:00 UTC,4196
2004-09-03 00:00:00 UTC,4314
2004-09-04 00:00:00 UTC,2698
2004-09-05 00:00:00 UTC,2590
2004-09-06 00:00:00 UTC,3801
2004-09-07 00:00:00 UTC,4678
2004-09-08 00:00:00 UTC,5849
2004-09-09 00:00:00 UTC,5332
2004-09-10 00:00:00 UTC,4244
2004-09-11 00:00:00 UTC,2830
2004-09-12 00:00:00 UTC,2984
2004-09-13 00:00:00 UTC,4511
2004-09-14 00:00:00 UTC,4583
2004-09-15 00:00:00 UTC,4185
2004-09-16 00:00:00 UTC,4254
2004-09-17 00:00:00 UTC,4487
2004-09-18 00:00:00 UTC,2862
2004-09-19 00:00:00 UTC,2995
2004-09-20 00:00:00 UTC,6382
2004-09-21 00:00:00 UTC,4465
2004-09-22 00:00:00 UTC,4454
2004-09-23 00:00:00 UTC,4472
2004-09-24 00:00:00 UTC,4281
2004-09-25 00:00:00 UTC,2823
2004-09-26 00:00:00 UTC,2797
2004-09-27 00:00:00 UTC,4402
2004-09-28 00:00:00 UTC,4466
2004-09-29 00:00:00 UTC,4397
2004-09-30 00:00:00 UTC,4432
2004-10-01 00:00:00 UTC,3813
2004-10-02 00:00:00 UTC,2695
2004-10-03 00:00:00 UTC,3162
2004-10-04 00:00:00 UTC,5060
2004-10-05 00:00:00 UTC,4636
2004-10-06 00:00:00 UTC,4479
2004-10-07 00:00:00 UTC,4240
2004-10-08 00:00:00 UTC,4481
2004-10-09 00:00:00 UTC,2838
2004-10-10 00:00:00 UTC,2955
2004-10-11 00:00:00 UTC,4344
2004-10-12 00:00:00 UTC,4619
2004-10-13 00:00:00 UTC,4381
2004-10-14 00:00:00 UTC,4744
2004-10-15 00:00:00 UTC,4287
2004-10-16 00:00:00 UTC,2859
2004-10-17 00:00:00 UTC,3368
2004-10-18 00:00:00 UTC,5202
2004-10-19 00:00:00 UTC,5405
2004-10-20 00:00:00 UTC,4984
2004-10-21 00:00:00 UTC,4665
2004-10-22 00:00:00 UTC,4880
2004-10-23 00:00:00 UTC,2876
2004-10-24 00:00:00 UTC,3254
2004-10-25 00:00:00 UTC,4804
2004-10-26 00:00:00 UTC,4446
2004-10-27 00:00:00 UTC,4796
2004-10-28 00:00:00 UTC,4743
2004-10-29 00:00:00 UTC,4278
2004-10-30 00:00:00 UTC,3089
2004-10-31 00:00:00 UTC,3529
2004-11-01 00:00:00 UTC,4240
2004-11-02 00:00:00 UTC,4720
2004-11-03 00:00:00 UTC,4407
2004-11-04 00:00:00 UTC,4638
2004-11-05 00:00:00 UTC,4099
2004-11-06 00:00:00 UTC,2929
2004-11-07 00:00:00 UTC,3318
2004-11-08 00:00:00 UTC,4113
2004-11-09 00:00:00 UTC,5513
2004-11-10 00:00:00 UTC,4420
2004-11-11 00:00:00 UTC,4991
2004-11-12 00:00:00 UTC,4450
2004-11-13 00:00:00 UTC,3639
2004-11-14 00:00:00 UTC,3716
2004-11-15 00:00:00 UTC,5033
2004-11-16 00:00:00 UTC,5535
2004-11-17 00:00:00 UTC,4877
2004-11-18 00:00:00 UTC,4566
2004-11-19 00:00:00 UTC,4524
2004-11-20 00:00:00 UTC,3277
2004-11-21 00:00:00 UTC,3560
2004-11-22 00:00:00 UTC,4773
2004-11-23 00:00:00 UTC,4569
2004-11-24 00:00:00 UTC,4356
2004-11-25 00:00:00 UTC,4209
2004-11-26 00:00:00 UTC,4992
2004-11-27 00:00:00 UTC,3131
2004-11-28 00:00:00 UTC,3012
2004-11-29 00:00:00 UTC,4254
2004-11-30 00:00:00 UTC,4272
2004-12-01 00:00:00 UTC,4246
2004-12-02 00:00:00 UTC,4188
2004-12-03 00:00:00 UTC,4071
2004-12-04 00:00:00 UTC,2746
2004-12-05 00:00:00 UTC,3141
2004-12-06 00:00:00 UTC,4107
2004-12-07 00:00:00 UTC,4639
2004-12-08 00:00:00 UTC,4554
2004-12-09 00:00:00 UTC,4281
2004-12-10 00:00:00 UTC,4161
2004-12-11 00:00:00 UTC,2722
2004-12-12 00:00:00 UTC,2830
2004-12-13 00:00:00 UTC,4492
2004-12-14 00:00:00 UTC,3909
2004-12-15 00:00:00 UTC,4578
2004-12-16 00:00:00 UTC,4581
2004-12-17 00:00:00 UTC,4082
2004-12-18 00:00:00 UTC,2711
2004-12-19 00:00:00 UTC,3067
2004-12-20 00:00:00 UTC,4268
2004-12-21 00:00:00 UTC,4357
2004-12-22 00:00:00 UTC,4205
2004-12-23 00:00:00 UTC,3721
2004-12-24 00:00:00 UTC,2240
2004-12-25 00:00:00 UTC,1508
2004-12-26 00:00:00 UTC,1829
2004-12-27 00:00:00 UTC,3291
2004-12-28 00:00:00 UTC,3262
2004-12-29 00:00:00 UTC,3308
2004-12-30 00:00:00 UTC,3443
2004-12-31 00:00:00 UTC,3069
2005-01-01 00:00:00 UTC,2454
2005-01-02 00:00:00 UTC,3110
2005-01-03 00:00:00 UTC,4845
2005-01-04 00:00:00 UTC,4968
2005-01-05 00:00:00 UTC,4657
2005-01-06 00:00:00 UTC,5147
2005-01-07 00:00:00 UTC,4762
2005-01-08 00:00:00 UTC,3885
2005-01-09 00:00:00 UTC,3954
2005-01-10 00:00:00 UTC,4543
2005-01-11 00:00:00 UTC,6150
2005-01-12 00:00:00 UTC,5032
2005-01-13 00:00:00 UTC,4871
2005-01-14 00:00:00 UTC,4935
2005-01-15 00:00:00 UTC,3687
2005-01-16 00:00:00 UTC,3391
2005-01-17 00:00:00 UTC,4736
2005-01-18 00:00:00 UTC,5225
2005-01-19 00:00:00 UTC,5002
2005-01-20 00:00:00 UTC,4895
2005-01-21 00:00:00 UTC,5756
2005-01-22 00:00:00 UTC,3358
2005-01-23 00:00:00 UTC,3389
2005-01-24 00:00:00 UTC,4646
2005-01-25 00:00:00 UTC,5183
2005-01-26 00:00:00 UTC,4548
2005-01-27 00:00:00 UTC,5533
2005-01-28 00:00:00 UTC,4985
2005-01-29 00:00:00 UTC,3531
2005-01-30 00:00:00 UTC,3217
2005-01-31 00:00:00 UTC,5762
2005-02-01 00:00:00 UTC,5240
2005-02-02 00:00:00 UTC,5531
2005-02-03 00:00:00 UTC,4968
2005-02-04 00:00:00 UTC,4885
2005-02-05 00:00:00 UTC,3364
2005-02-06 00:00:00 UTC,3893
2005-02-07 00:00:00 UTC,5176
2005-02-08 00:00:00 UTC,5541
2005-02-09 00:00:00 UTC,4755
2005-02-10 00:00:00 UTC,5274
2005-02-11 00:00:00 UTC,4882
2005-02-12 00:00:00 UTC,3609
2005-02-13 00:00:00 UTC,3774
2005-02-14 00:00:00 UTC,5221
2005-02-15 00:00:00 UTC,5278
2005-02-16 00:00:00 UTC,5878
2005-02-17 00:00:00 UTC,5587
2005-02-18 00:00:00 UTC,4562
2005-02-19 00:00:00 UTC,3444
2005-02-20 00:00:00 UTC,3533
2005-02-21 00:00:00 UTC,5438
2005-02-22 00:00:00 UTC,5161
2005-02-23 00:00:00 UTC,5411
2005-02-24 00:00:00 UTC,5004
2005-02-25 00:00:00 UTC,4574
2005-02-26 00:00:00 UTC,2982
2005-02-27 00:00:00 UTC,3391
2005-02-28 00:00:00 UTC,4535
2005-03-01 00:00:00 UTC,5671
2005-03-02 00:00:00 UTC,5161
2005-03-03 00:00:00 UTC,5520
2005-03-04 00:00:00 UTC,4728
2005-03-05 00:00:00 UTC,3929
2005-03-06 00:00:00 UTC,4114
2005-03-07 00:00:00 UTC,5438
2005-03-08 00:00:00 UTC,6116
2005-03-09 00:00:00 UTC,5086
2005-03-10 00:00:00 UTC,6204
2005-03-11 00:00:00 UTC,4968
2005-03-12 00:00:00 UTC,3460
2005-03-13 00:00:00 UTC,4024
2005-03-14 00:00:00 UTC,4871
2005-03-15 00:00:00 UTC,5643
2005-03-16 00:00:00 UTC,5219
2005-03-17 00:00:00 UTC,4985
2005-03-18 00:00:00 UTC,5335
2005-03-19 00:00:00 UTC,3594
2005-03-20 00:00:00 UTC,3550
2005-03-21 00:00:00 UTC,5688
2005-03-22 00:00:00 UTC,5415
2005-03-23 00:00:00 UTC,5949
2005-03-24 00:00:00 UTC,5024
2005-03-25 00:00:00 UTC,4519
2005-03-26 00:00:00 UTC,3460
2005-03-27 00:00:00 UTC,3082
2005-03-28 00:00:00 UTC,4998
2005-03-29 00:00:00 UTC,6212
2005-03-30 00:00:00 UTC,5425
2005-03-31 00:00:00 UTC,5465
2005-04-01 00:00:00 UTC,5047
2005-04-02 00:00:00 UTC,3597
2005-04-03 00:00:00 UTC,3543
2005-04-04 00:00:00 UTC,5460
2005-04-05 00:00:00 UTC,5534
2005-04-06 00:00:00 UTC,5198
2005-04-07 00:00:00 UTC,4780
2005-04-08 00:00:00 UTC,5022
2005-04-09 00:00:00 UTC,3194
2005-04-10 00:00:00 UTC,3608
2005-04-11 00:00:00 UTC,5275
2005-04-12 00:00:00 UTC,5170
2005-04-13 00:00:00 UTC,5634
2005-04-14 00:00:00 UTC,4856
2005-04-15 00:00:00 UTC,4769
2005-04-16 00:00:00 UTC,3813
2005-04-17 00:00:00 UTC,3417
2005-04-18 00:00:00 UTC,5596
2005-04-19 00:00:00 UTC,5008
2005-04-20 00:00:00 UTC,5128
2005-04-21 00:00:00 UTC,4812
2005-04-22 00:00:00 UTC,4770
2005-04-23 00:00:00 UTC,3054
2005-04-24 00:00:00 UTC,3240
2005-04-25 00:00:00 UTC,4722
2005-04-26 00:00:00 UTC,4802
2005-04-27 00:00:00 UTC,6698
2005-04-28 00:00:00 UTC,5566
2005-04-29 00:00:00 UTC,4678
2005-04-30 00:00:00 UTC,3211
2005-05-01 00:00:00 UTC,3465
2005-05-02 00:00:00 UTC,4562
2005-05-03 00:00:00 UTC,4925
2005-05-04 00:00:00 UTC,4907
2005-05-05 00:00:00 UTC,4801
2005-05-06 00:00:00 UTC,5181
2005-05-07 00:00:00 UTC,4156
2005-05-08 00:00:00 UTC,3808
2005-05-09 00:00:00 UTC,5344
2005-05-10 00:00:00 UTC,5485
2005-05-11 00:00:00 UTC,4946
2005-05-12 00:00:00 UTC,5295
2005-05-13 00:00:00 UTC,5388
2005-05-14 00:00:00 UTC,4125
2005-05-15 00:00:00 UTC,3727
2005-05-16 00:00:00 UTC,4669
2005-05-17 00:00:00 UTC,5425
2005-05-18 00:00:00 UTC,5596
2005-05-19 00:00:00 UTC,5631
2005-05-20 00:00:00 UTC,5244
2005-05-21 00:00:00 UTC,3307
2005-05-22 00:00:00 UTC,3162
2005-05-23 00:00:00 UTC,4990
2005-05-24 00:00:00 UTC,5000
2005-05-25 00:00:00 UTC,4739
2005-05-26 00:00:00 UTC,6375
2005-05-27 00:00:00 UTC,4568
2005-05-28 00:00:00 UTC,3087
2005-05-29 00:00:00 UTC,3292
2005-05-30 00:00:00 UTC,4365
2005-05-31 00:00:00 UTC,4706
2005-06-01 00:00:00 UTC,5018
2005-06-02 00:00:00 UTC,5080
2005-06-03 00:00:00 UTC,4601
2005-06-04 00:00:00 UTC,3652
2005-06-05 00:00:00 UTC,3852
2005-06-06 00:00:00 UTC,5011
2005-06-07 00:00:00 UTC,5468
2005-06-08 00:00:00 UTC,5073
2005-06-09 00:00:00 UTC,5463
2005-06-10 00:00:00 UTC,5515
2005-06-11 00:00:00 UTC,3109
2005-06-12 00:00:00 UTC,3477
2005-06-13 00:00:00 UTC,5077
2005-06-14 00:00:00 UTC,5610
2005-06-15 00:00:00 UTC,5292
2005-06-16 00:00:00 UTC,5250
2005-06-17 00:00:00 UTC,5389
2005-06-18 00:00:00 UTC,3116
2005-06-19 00:00:00 UTC,3148
2005-06-20 00:00:00 UTC,4894
2005-06-21 00:00:00 UTC,5016
2005-06-22 00:00:00 UTC,5293
2005-06-23 00:00:00 UTC,5277
2005-06-24 00:00:00 UTC,4667
2005-06-25 00:00:00 UTC,3031
2005-06-26 00:00:00 UTC,3083
2005-06-27 00:00:00 UTC,4611
2005-06-28 00:00:00 UTC,5471
2005-06-29 00:00:00 UTC,4630
2005-06-30 00:00:00 UTC,4876
2005-07-01 00:00:00 UTC,4920
2005-07-02 00:00:00 UTC,3128
2005-07-03 00:00:00 UTC,3973
2005-07-04 00:00:00 UTC,4880
2005-07-05 00:00:00 UTC,5129
2005-07-06 00:00:00 UTC,5523
2005-07-07 00:00:00 UTC,5498
2005-07-08 00:00:00 UTC,5377
2005-07-09 00:00:00 UTC,3088
2005-07-10 00:00:00 UTC,3382
2005-07-11 00:00:00 UTC,4821
2005-07-12 00:00:00 UTC,5201
2005-07-13 00:00:00 UTC,4900
2005-07-14 00:00:00 UTC,5419
2005-07-15 00:00:00 UTC,5178
2005-07-16 00:00:00 UTC,3474
2005-07-17 00:00:00 UTC,3606
2005-07-18 00:00:00 UTC,5465
2005-07-19 00:00:00 UTC,5911
2005-07-20 00:00:00 UTC,5978
2005-07-21 00:00:00 UTC,5567
2005-07-22 00:00:00 UTC,5487
2005-07-23 00:00:00 UTC,3479
2005-07-24 00:00:00 UTC,3448
2005-07-25 00:00:00 UTC,5146
2005-07-26 00:00:00 UTC,5608
2005-07-27 00:00:00 UTC,4981
2005-07-28 00:00:00 UTC,5139
2005-07-29 00:00:00 UTC,5283
2005-07-30 00:00:00 UTC,3183
2005-07-31 00:00:00 UTC,2993
2005-08-01 00:00:00 UTC,4914
2005-08-02 00:00:00 UTC,4925
2005-08-03 00:00:00 UTC,4815
2005-08-04 00:00:00 UTC,4754
2005-08-05 00:00:00 UTC,4514
2005-08-06 00:00:00 UTC,3151
2005-08-07 00:00:00 UTC,3573
2005-08-08 00:00:00 UTC,4846
2005-08-09 00:00:00 UTC,5181
2005-08-10 00:00:00 UTC,5839
2005-08-11 00:00:00 UTC,5280
2005-08-12 00:00:00 UTC,4977
2005-08-13 00:00:00 UTC,3299
2005-08-14 00:00:00 UTC,3625
2005-08-15 00:00:00 UTC,5015
2005-08-16 00:00:00 UTC,5343
2005-08-17 00:00:00 UTC,5527
2005-08-18 00:00:00 UTC,5475
2005-08-19 00:00:00 UTC,4419
2005-08-20 00:00:00 UTC,2992
2005-08-21 00:00:00 UTC,3187
2005-08-22 00:00:00 UTC,4979
2005-08-23 00:00:00 UTC,5610
2005-08-24 00:00:00 UTC,5465
2005-08-25 00:00:00 UTC,6009
2005-08-26 00:00:00 UTC,4982
2005-08-27 00:00:00 UTC,3580
2005-08-28 00:00:00 UTC,3431
2005-08-29 00:00:00 UTC,5262
2005-08-30 00:00:00 UTC,5806
2005-08-31 00:00:00 UTC,5667
2005-09-01 00:00:00 UTC,5455
2005-09-02 00:00:00 UTC,5166
2005-09-03 00:00:00 UTC,3244
2005-09-04 00:00:00 UTC,3086
2005-09-05 00:00:00 UTC,4959
2005-09-06 00:00:00 UTC,5360
2005-09-07 00:00:00 UTC,9424
2005-09-08 00:00:00 UTC,16629
2005-09-09 00:00:00 UTC,12996
2005-09-10 00:00:00 UTC,3613
2005-09-11 00:00:00 UTC,3646
2005-09-12 00:00:00 UTC,4849
2005-09-13 00:00:00 UTC,5315
2005-09-14 00:00:00 UTC,5283
2005-09-15 00:00:00 UTC,5243
2005-09-16 00:00:00 UTC,5045
2005-09-17 00:00:00 UTC,2978
2005-09-18 00:00:00 UTC,3449
2005-09-19 00:00:00 UTC,4955
2005-09-20 00:00:00 UTC,5401
2005-09-21 00:00:00 UTC,5131
2005-09-22 00:00:00 UTC,5094
2005-09-23 00:00:00 UTC,6361
2005-09-24 00:00:00 UTC,3564
2005-09-25 00:00:00 UTC,3494
2005-09-26 00:00:00 UTC,5023
2005-09-27 00:00:00 UTC,5169
2005-09-28 00:00:00 UTC,5897
2005-09-29 00:00:00 UTC,5462
2005-09-30 00:00:00 UTC,5412
2005-10-01 00:00:00 UTC,3072
2005-10-02 00:00:00 UTC,3442
2005-10-03 00:00:00 UTC,4949
2005-10-04 00:00:00 UTC,5510
2005-10-05 00:00:00 UTC,5225
2005-10-06 00:00:00 UTC,5595
2005-10-07 00:00:00 UTC,4991
2005-10-08 00:00:00 UTC,3530
2005-10-09 00:00:00 UTC,3435
2005-10-10 00:00:00 UTC,5350
2005-10-11 00:00:00 UTC,5552
2005-10-12 00:00:00 UTC,5448
2005-10-13 00:00:00 UTC,5866
2005-10-14 00:00:00 UTC,5366
2005-10-15 00:00:00 UTC,3532
2005-10-16 00:00:00 UTC,3724
2005-10-17 00:00:00 UTC,5498
2005-10-18 00:00:00 UTC,6266
2005-10-19 00:00:00 UTC,5928
2005-10-20 00:00:00 UTC,5930
2005-10-21 00:00:00 UTC,5449
2005-10-22 00:00:00 UTC,3906
2005-10-23 00:00:00 UTC,4154
2005-10-24 00:00:00 UTC,6103
2005-10-25 00:00:00 UTC,6164
2005-10-26 00:00:00 UTC,5604
2005-10-27 00:00:00 UTC,5489
2005-10-28 00:00:00 UTC,6550
2005-10-29 00:00:00 UTC,3718
2005-10-30 00:00:00 UTC,3411
2005-10-31 00:00:00 UTC,5157
2005-11-01 00:00:00 UTC,5966
2005-11-02 00:00:00 UTC,6608
2005-11-03 00:00:00 UTC,5885
2005-11-04 00:00:00 UTC,5940
2005-11-05 00:00:00 UTC,3645
2005-11-06 00:00:00 UTC,4296
2005-11-07 00:00:00 UTC,6190
2005-11-08 00:00:00 UTC,5961
2005-11-09 00:00:00 UTC,6847
2005-11-10 00:00:00 UTC,5904
2005-11-11 00:00:00 UTC,5918
2005-11-12 00:00:00 UTC,3872
2005-11-13 00:00:00 UTC,3917
2005-11-14 00:00:00 UTC,5814
2005-11-15 00:00:00 UTC,5865
2005-11-16 00:00:00 UTC,6370
2005-11-17 00:00:00 UTC,5774
2005-11-18 00:00:00 UTC,5597
2005-11-19 00:00:00 UTC,3521
2005-11-20 00:00:00 UTC,3686
2005-11-21 00:00:00 UTC,5518
2005-11-22 00:00:00 UTC,5529
2005-11-23 00:00:00 UTC,4990
2005-11-24 00:00:00 UTC,4485
2005-11-25 00:00:00 UTC,4392
2005-11-26 00:00:00 UTC,3586
2005-11-27 00:00:00 UTC,3686
2005-11-28 00:00:00 UTC,5225
2005-11-29 00:00:00 UTC,5773
2005-11-30 00:00:00 UTC,5394
2005-12-01 00:00:00 UTC,5594
2005-12-02 00:00:00 UTC,5369
2005-12-03 00:00:00 UTC,3219
2005-12-04 00:00:00 UTC,3796
2005-12-05 00:00:00 UTC,5605
2005-12-06 00:00:00 UTC,5874
2005-12-07 00:00:00 UTC,6104
2005-12-08 00:00:00 UTC,5729
2005-12-09 00:00:00 UTC,5557
2005-12-10 00:00:00 UTC,3266
2005-12-11 00:00:00 UTC,3403
2005-12-12 00:00:00 UTC,5756
2005-12-13 00:00:00 UTC,5643
2005-12-14 00:00:00 UTC,7268
2005-12-15 00:00:00 UTC,5023
2005-12-16 00:00:00 UTC,5172
2005-12-17 00:00:00 UTC,3128
2005-12-18 00:00:00 UTC,3478
2005-12-19 00:00:00 UTC,5080
2005-12-20 00:00:00 UTC,5105
2005-12-21 00:00:00 UTC,5499
2005-12-22 00:00:00 UTC,4737
2005-12-23 00:00:00 UTC,4268
2005-12-24 00:00:00 UTC,2375
2005-12-25 00:00:00 UTC,2214
2005-12-26 00:00:00 UTC,2851
2005-12-27 00:00:00 UTC,4154
2005-12-28 00:00:00 UTC,4310
2005-12-29 00:00:00 UTC,4564
2005-12-30 00:00:00 UTC,4459
2005-12-31 00:00:00 UTC,3069
2006-01-01 00:00:00 UTC,2810
2006-01-02 00:00:00 UTC,4746
2006-01-03 00:00:00 UTC,6011
2006-01-04 00:00:00 UTC,5883
2006-01-05 00:00:00 UTC,5796
2006-01-06 00:00:00 UTC,6251
2006-01-07 00:00:00 UTC,4577
2006-01-08 00:00:00 UTC,4875
2006-01-09 00:00:00 UTC,6952
2006-01-10 00:00:00 UTC,6835
2006-01-11 00:00:00 UTC,6870
2006-01-12 00:00:00 UTC,6976
2006-01-13 00:00:00 UTC,6899
2006-01-14 00:00:00 UTC,4379
2006-01-15 00:00:00 UTC,5216
2006-01-16 00:00:00 UTC,6528
2006-01-17 00:00:00 UTC,7330
2006-01-18 00:00:00 UTC,6548
2006-01-19 00:00:00 UTC,6910
2006-01-20 00:00:00 UTC,6540
2006-01-21 00:00:00 UTC,4197
2006-01-22 00:00:00 UTC,4671
2006-01-23 00:00:00 UTC,6426
2006-01-24 00:00:00 UTC,6075
2006-01-25 00:00:00 UTC,6304
2006-01-26 00:00:00 UTC,6168
2006-01-27 00:00:00 UTC,5965
2006-01-28 00:00:00 UTC,4240
2006-01-29 00:00:00 UTC,4773
2006-01-30 00:00:00 UTC,6576
2006-01-31 00:00:00 UTC,6979
2006-02-01 00:00:00 UTC,6383
2006-02-02 00:00:00 UTC,6746
2006-02-03 00:00:00 UTC,5908
2006-02-04 00:00:00 UTC,3859
2006-02-05 00:00:00 UTC,4378
2006-02-06 00:00:00 UTC,6235
2006-02-07 00:00:00 UTC,6513
2006-02-08 00:00:00 UTC,6599
2006-02-09 00:00:00 UTC,6615
2006-02-10 00:00:00 UTC,6260
2006-02-11 00:00:00 UTC,4128
2006-02-12 00:00:00 UTC,4567
2006-02-13 00:00:00 UTC,6333
2006-02-14 00:00:00 UTC,6694
2006-02-15 00:00:00 UTC,6398
2006-02-16 00:00:00 UTC,6019
2006-02-17 00:00:00 UTC,6425
2006-02-18 00:00:00 UTC,4293
2006-02-19 00:00:00 UTC,4617
2006-02-20 00:00:00 UTC,6540
2006-02-21 00:00:00 UTC,6529
2006-02-22 00:00:00 UTC,6540
2006-02-23 00:00:00 UTC,6558
2006-02-24 00:00:00 UTC,6075
2006-02-25 00:00:00 UTC,3859
2006-02-26 00:00:00 UTC,4047
2006-02-27 00:00:00 UTC,6516
2006-02-28 00:00:00 UTC,6982
2006-03-01 00:00:00 UTC,7138
2006-03-02 00:00:00 UTC,6912
2006-03-03 00:00:00 UTC,6580
2006-03-04 00:00:00 UTC,4311
2006-03-05 00:00:00 UTC,3918
2006-03-06 00:00:00 UTC,6877
2006-03-07 00:00:00 UTC,6785
2006-03-08 00:00:00 UTC,6703
2006-03-09 00:00:00 UTC,6572
2006-03-10 00:00:00 UTC,6350
2006-03-11 00:00:00 UTC,4392
2006-03-12 00:00:00 UTC,4554
2006-03-13 00:00:00 UTC,6401
2006-03-14 00:00:00 UTC,6395
2006-03-15 00:00:00 UTC,6467
2006-03-16 00:00:00 UTC,6691
2006-03-17 00:00:00 UTC,5801
2006-03-18 00:00:00 UTC,4021
2006-03-19 00:00:00 UTC,4056
2006-03-20 00:00:00 UTC,6565
2006-03-21 00:00:00 UTC,7235
2006-03-22 00:00:00 UTC,7636
2006-03-23 00:00:00 UTC,7055
2006-03-24 00:00:00 UTC,6713
2006-03-25 00:00:00 UTC,4266
2006-03-26 00:00:00 UTC,4013
2006-03-27 00:00:00 UTC,7131
2006-03-28 00:00:00 UTC,7345
2006-03-29 00:00:00 UTC,7467
2006-03-30 00:00:00 UTC,6194
2006-03-31 00:00:00 UTC,6054
2006-04-01 00:00:00 UTC,3770
2006-04-02 00:00:00 UTC,4182
2006-04-03 00:00:00 UTC,5843
2006-04-04 00:00:00 UTC,6459
2006-04-05 00:00:00 UTC,7449
2006-04-06 00:00:00 UTC,6997
2006-04-07 00:00:00 UTC,7456
2006-04-08 00:00:00 UTC,4634
2006-04-09 00:00:00 UTC,5392
2006-04-10 00:00:00 UTC,7005
2006-04-11 00:00:00 UTC,7329
2006-04-12 00:00:00 UTC,7230
2006-04-13 00:00:00 UTC,6890
2006-04-14 00:00:00 UTC,5806
2006-04-15 00:00:00 UTC,3725
